id,name,urban_area,state_code,state,postcode,type,latitude,longitude,elevation,population,median_income,area_sq_km,local_government_area,region,time_zone
6632,Jung,,VIC,Victoria,3401,Rural locality,-36.60781,142.36007,155,241,19396,245.75000,Horsham (Rural City),North West,Australia/Melbourne
6633,Jungaburra,,VIC,Victoria,3575,Rural locality,-36.04719,144.29208,88,0,0,19.43400,Loddon (Shire),Bendigo,Australia/Melbourne
6634,Junortoun,,VIC,Victoria,3551,Rural locality,-36.77333,144.36011,209,3201,36972,21.40900,Greater Bendigo (City),Bendigo,Australia/Melbourne
6635,Jupiter Creek,,SA,South Australia,5153,Rural locality,-35.11804,138.75353,328,240,42068,23.13500,Mount Barker (District Council),Adelaide - Central and Hills,Australia/Adelaide
6636,Jurien Bay,,WA,Western Australia,6516,Rural locality,-30.31355,115.11774,64,1761,30992,525.88700,Dandaragan (Shire),Western Australia - Wheat Belt,Australia/Perth
6637,Kaarimba,,VIC,Victoria,3635,Rural locality,-36.16323,145.30177,111,85,39312,94.84400,Moira (Shire),Shepparton,Australia/Melbourne
6638,Kaban,,QLD,Queensland,4888,Rural locality,-17.50381,145.39001,946,101,24232,98.09500,Tablelands (Regional Council),Cairns,Australia/Brisbane
6639,Kabra,,QLD,Queensland,4702,Rural locality,-23.46679,150.39517,33,421,31200,96.33400,Rockhampton (Regional Council),Central Queensland,Australia/Brisbane
6640,Kadathinni,,WA,Western Australia,6519,Rural locality,-29.63256,115.59319,275,43,44720,706.82700,Three Springs (Shire),Western Australia - Outback (South),Australia/Perth
6641,Kadina,,SA,South Australia,5554,Urban locality,-33.96328,137.71503,49,2849,27924,102.44900,Copper Coast (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
6642,Kadnook,,VIC,Victoria,3318,Rural locality,-37.14572,141.38531,159,41,34580,116.24600,West Wimmera (Shire),North West,Australia/Melbourne
6643,Kagaru,,QLD,Queensland,4285,Rural locality,-27.84695,152.93435,37,13,18200,29.08700,Scenic Rim (Regional Council),Ipswich,Australia/Brisbane
6644,Kahibah,Newcastle,NSW,New South Wales,2290,Suburb,-32.96180,151.71235,101,2464,37544,1.09700,Lake Macquarie (City),Newcastle and Lake Macquarie,Australia/Sydney
6645,Kaimkillenbun,,QLD,Queensland,4406,Rural locality,-27.06097,151.43389,393,293,30368,207.67100,Western Downs (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
6646,Kains Flat,,NSW,New South Wales,2850,Rural locality,-32.46560,149.83686,592,165,20644,43.44600,Mid-Western Regional (Area),Central West,Australia/Sydney
6647,Kainton,,SA,South Australia,5552,Rural locality,-34.14832,137.94159,134,55,39624,170.25900,Yorke Peninsula (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
6648,Kairabah,,QLD,Queensland,4207,Urban locality,-27.83082,153.13003,42,0,0,14.02700,Logan (City),Logan - Beaudesert,Australia/Brisbane
6649,Kairi,,QLD,Queensland,4872,Rural locality,-17.21661,145.54375,713,442,31616,39.34000,Tablelands (Regional Council),Cairns,Australia/Brisbane
6650,Kakadu,,NT,Northern Territory,0822,Rural locality,-12.86603,132.47466,8,313,20072,15896.83600,West Arnhem (Regional Council),Northern Territory - Outback,Australia/Darwin
6651,Kalamunda,Perth,WA,Western Australia,6076,Suburb,-31.97185,116.05673,279,6970,35152,10.58700,Kalamunda (City),Perth - South East,Australia/Perth
6652,Kalamurina,,SA,South Australia,5734,Rural locality,-26.85531,137.47119,10,15,19448,42813.87300,Unincorporated,South Australia - Outback,Australia/Adelaide
6653,Kalanbi,,SA,South Australia,5690,Rural locality,-31.95090,133.67484,74,26,58500,337.90900,Ceduna (District Council),South Australia - Outback,Australia/Adelaide
6654,Kalang,,NSW,New South Wales,2454,Rural locality,-30.50829,152.77424,67,266,22204,176.25400,Bellingen (Area),Coffs Harbour - Grafton,Australia/Sydney
6655,Kalangadoo,,SA,South Australia,5278,Urban locality,-37.56170,140.70132,68,473,25740,187.75900,Wattle Range (District Council),South Australia - South East,Australia/Adelaide
6656,Kalannie,,WA,Western Australia,6468,Rural locality,-30.36166,117.11660,335,187,37336,710.69700,Dalwallinu (Shire),Western Australia - Wheat Belt,Australia/Perth
6657,Kalapa,,QLD,Queensland,4702,Rural locality,-23.51162,150.26868,55,86,28340,161.88000,Rockhampton (Regional Council),Central Queensland,Australia/Brisbane
6658,Kalaru,,NSW,New South Wales,2550,Urban locality,-36.73605,149.93957,20,708,34996,14.58400,Bega Valley (Area),Capital Region,Australia/Sydney
6659,Kalbar,,QLD,Queensland,4309,Urban locality,-27.94026,152.62359,92,1093,28080,31.74700,Scenic Rim (Regional Council),Ipswich,Australia/Brisbane
6660,Kalbarri,,WA,Western Australia,6536,Urban locality,-27.71057,114.16442,11,1557,27820,139.32000,Northampton (Shire),Western Australia - Outback (South),Australia/Perth
6661,Kalbarri National Park,,WA,Western Australia,6536,Rural locality,-27.78575,114.34003,212,0,0,1806.32500,Northampton (Shire),Western Australia - Outback (South),Australia/Perth
6662,Kalbeeba,Gawler,SA,South Australia,5118,Suburb,-34.60753,138.78461,154,383,32136,14.36100,Barossa (District Council),Adelaide - North,Australia/Adelaide
6663,Kaldoonera,,SA,South Australia,5655,Rural locality,-32.58536,134.87035,93,46,35048,273.63500,Streaky Bay (District Council),South Australia - Outback,Australia/Adelaide
6664,Kaleen,Canberra,ACT,Australian Capital Territory,2617,Suburb,-35.21921,149.10347,599,7271,44148,6.02700,Unincorporated,Australian Capital Territory,Australia/Sydney
6665,Kalgan,,WA,Western Australia,6330,Rural locality,-34.94785,118.01275,57,806,29432,245.10200,Albany (City),Western Australia - Wheat Belt,Australia/Perth
6666,Kalgoorlie,,WA,Western Australia,6430,Major urban locality,-30.74767,121.47230,383,3901,49400,4.04000,Kalgoorlie/Boulder (City),Western Australia - Outback (South),Australia/Perth
6667,Kalgup,,WA,Western Australia,6280,Rural locality,-33.72657,115.37520,28,64,37180,16.53400,Busselton (City),Bunbury,Australia/Perth
6668,Kalimna,Lakes Entrance,VIC,Victoria,3909,Suburb,-37.87011,147.96664,52,1249,25844,7.74000,East Gippsland (Shire),Latrobe - Gippsland,Australia/Melbourne
6669,Kalimna West,,VIC,Victoria,3909,Rural locality,-37.86516,147.95200,58,141,25688,54.98000,East Gippsland (Shire),Latrobe - Gippsland,Australia/Melbourne
6670,Kalinga,Brisbane,QLD,Queensland,4030,Suburb,-27.41000,153.04744,15,2126,46696,0.97700,Brisbane (City),Brisbane Inner City,Australia/Brisbane
6671,Kalka,,SA,South Australia,0872,Rural locality,-26.11468,129.15565,670,92,13260,2.61800,Anangu Pitjantjatjara (Aboriginal Council),South Australia - Outback,Australia/Adelaide
6672,Kalkadoon,Mount Isa,QLD,Queensland,4825,Suburb,-20.66482,139.49405,338,29,58448,5.69300,Mount Isa (City),Queensland - Outback,Australia/Brisbane
6673,Kalkallo,Melbourne,VIC,Victoria,3064,Suburb,-37.52937,144.94711,229,105,28600,7.02200,Hume (City),Melbourne - North West,Australia/Melbourne
6674,Kalkarindji,,NT,Northern Territory,0852,Urban locality,-17.44706,130.83662,170,334,14612,6.22600,Victoria Daly (Regional Council),Northern Territory - Outback,Australia/Darwin
6675,Kalkee,,VIC,Victoria,3401,Rural locality,-36.54727,142.20925,136,52,29848,124.48300,Horsham (Rural City),North West,Australia/Melbourne
6676,Kalkie,Bundaberg,QLD,Queensland,4670,Suburb,-24.84797,152.38469,17,2692,31564,9.23700,Bundaberg (Regional Council),Wide Bay,Australia/Brisbane
6677,Kalkite,,NSW,New South Wales,2627,Rural locality,-36.33476,148.63666,924,214,38792,25.42700,Snowy Monaro Regional (Area),Capital Region,Australia/Sydney
6678,Kallangur,Brisbane,QLD,Queensland,4503,Suburb,-27.25075,152.99261,32,20405,34268,11.28700,Moreton Bay (Regional Council),Moreton Bay - South,Australia/Brisbane
6679,Kallaroo,Perth,WA,Western Australia,6025,Suburb,-31.79079,115.74509,22,5177,40196,2.92500,Joondalup (City),Perth - North West,Australia/Perth
6680,Kallista,Melbourne,VIC,Victoria,3791,Suburb,-37.88394,145.37005,365,1437,37804,12.05300,Yarra Ranges (Shire),Melbourne - Outer East,Australia/Melbourne
6681,Kallora,,SA,South Australia,5550,Rural locality,-34.23814,138.29808,31,18,44200,58.55800,Wakefield (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
6682,Kaloorup,,WA,Western Australia,6280,Rural locality,-33.76262,115.24027,44,74,53092,45.03900,Busselton (City),Bunbury,Australia/Perth
6683,Kalorama,Melbourne,VIC,Victoria,3766,Suburb,-37.81842,145.36582,483,1239,39624,8.46600,Yarra Ranges (Shire),Melbourne - Outer East,Australia/Melbourne
6684,Kalpienung,,VIC,Victoria,3529,Rural locality,-35.78001,143.25931,92,28,44720,130.34700,Buloke (Shire),North West,Australia/Melbourne
6685,Kalpowar,,QLD,Queensland,4630,Rural locality,-24.69283,151.30662,341,67,18512,322.34600,North Burnett (Regional Council),Wide Bay,Australia/Brisbane
6686,Kaltjiti / Fregon,,SA,South Australia,0872,Urban locality,-26.77312,132.02853,524,220,13364,24.18200,Anangu Pitjantjatjara (Aboriginal Council),South Australia - Outback,Australia/Adelaide
6687,Kaltukatjara,,NT,Northern Territory,0872,Urban locality,-24.87167,129.07239,594,394,14560,38.18500,MacDonnell (Regional Council),Northern Territory - Outback,Australia/Darwin
6688,Kalumburu,,WA,Western Australia,6740,Urban locality,-14.29500,126.64200,20,412,14872,4.04800,Wyndham-East Kimberley (Shire),Western Australia - Outback (North),Australia/Perth
6689,Kalunga,,QLD,Queensland,4887,Rural locality,-17.44969,145.38087,860,95,27924,57.81100,Tablelands (Regional Council),Cairns,Australia/Brisbane
6690,Kamarah,,NSW,New South Wales,2665,Rural locality,-34.36812,146.76096,198,95,27300,180.14500,Narrandera (Area),Riverina,Australia/Sydney
6691,Kamarooka,,VIC,Victoria,3570,Rural locality,-36.49682,144.37184,155,92,21112,170.46300,Greater Bendigo (City),Bendigo,Australia/Melbourne
6692,Kamarooka North,,VIC,Victoria,3571,Rural locality,-36.39625,144.31393,109,15,37700,30.41600,Loddon (Shire),Bendigo,Australia/Melbourne
6693,Kambah,Canberra,ACT,Australian Capital Territory,2902,Suburb,-35.37869,149.05911,610,14900,47684,11.33600,Unincorporated,Australian Capital Territory,Australia/Sydney
6694,Kambalda East,,WA,Western Australia,6442,Urban locality,-31.20380,121.66362,326,750,45864,101.74800,Coolgardie (Shire),Western Australia - Outback (South),Australia/Perth
6695,Kambalda West,,WA,Western Australia,6442,Rural locality,-31.19517,121.57955,348,1789,44980,124.06400,Coolgardie (Shire),Western Australia - Outback (South),Australia/Perth
6696,Kameruka,,NSW,New South Wales,2550,Rural locality,-36.74108,149.70873,99,118,26988,31.76600,Bega Valley (Area),Capital Region,Australia/Sydney
6697,Kamerunga,Cairns,QLD,Queensland,4870,Suburb,-16.87954,145.68924,27,1049,40560,4.30000,Cairns (Regional Council),Cairns,Australia/Brisbane
6698,Kamona,,TAS,Tasmania,7260,Rural locality,-41.15455,147.65949,138,11,35100,29.85600,Dorset (Municipality),Launceston and North East,Australia/Hobart
6699,Kanagulk,,VIC,Victoria,3401,Rural locality,-37.12889,141.84853,181,18,43316,131.82400,Horsham (Rural City),North West,Australia/Melbourne
6700,Kanahooka,Wollongong,NSW,New South Wales,2530,Suburb,-34.49448,150.80896,15,5575,27664,3.66500,Wollongong (City),Illawarra,Australia/Sydney
6701,Kanangra,,NSW,New South Wales,2787,Rural locality,-33.99038,150.10475,1085,0,0,451.49300,Oberon (Area),Sydney - Outer West and Blue Mountains,Australia/Sydney
6702,Kancoona,,VIC,Victoria,3691,Rural locality,-36.55800,146.97722,478,84,30732,153.96600,Alpine (Shire),Hume,Australia/Melbourne
6703,Kandanga,,QLD,Queensland,4570,Urban locality,-26.38728,152.67726,78,665,25844,47.35400,Gympie (Regional Council),Wide Bay,Australia/Brisbane
6704,Kandanga Creek,,QLD,Queensland,4570,Rural locality,-26.39887,152.62501,107,118,24752,17.25400,Gympie (Regional Council),Wide Bay,Australia/Brisbane
6705,Kandos,,NSW,New South Wales,2848,Urban locality,-32.85750,149.96946,630,1315,21840,39.91100,Mid-Western Regional (Area),Central West,Australia/Sydney
6706,Kangaloon,,NSW,New South Wales,2576,Rural locality,-34.55337,150.53385,817,151,43680,33.91100,Wingecarribee (Area),Southern Highlands and Shoalhaven,Australia/Sydney
6707,Kangarilla,,SA,South Australia,5157,Rural locality,-35.14790,138.64087,175,896,35412,51.30000,Onkaparinga (City),Adelaide - South,Australia/Adelaide
6708,Kangaroobie,,NSW,New South Wales,2800,Rural locality,-33.17312,149.04951,676,41,44200,22.52900,Cabonne (Area),Central West,Australia/Sydney
6709,Kangaroo Creek,,NSW,New South Wales,2460,Rural locality,-29.94603,152.84086,85,107,22984,160.68600,Clarence Valley (Area),Coffs Harbour - Grafton,Australia/Sydney
6710,Kangaroo Flat,,SA,South Australia,5118,Rural locality,-34.54558,138.69232,59,106,34892,18.76000,Light (Regional Council),Adelaide - North,Australia/Adelaide
6711,Kangaroo Flat,Bendigo,VIC,Victoria,3555,Suburb,-36.79682,144.24396,252,10394,28028,18.14200,Greater Bendigo (City),Bendigo,Australia/Melbourne
6712,Kangaroo Ground,,VIC,Victoria,3097,Rural locality,-37.69203,145.21553,180,1095,43420,31.41900,Nillumbik (Shire),Melbourne - North East,Australia/Melbourne
6713,Kangaroo Gully,,WA,Western Australia,6255,Rural locality,-33.96194,116.19861,251,430,27820,51.30000,Bridgetown-Greenbushes (Shire),Bunbury,Australia/Perth
6714,Kangaroo Head,,SA,South Australia,5222,Rural locality,-35.73299,137.90749,124,21,22516,7.90400,Kangaroo Island (District Council),South Australia - South East,Australia/Adelaide
6715,Kangaroo Inn,,SA,South Australia,5280,Rural locality,-37.33714,140.24887,30,6,20748,29.14700,Wattle Range (District Council),South Australia - South East,Australia/Adelaide
6716,Kangaroo Point,Sydney,NSW,New South Wales,2224,Suburb,-33.99797,151.09624,12,560,59852,0.26600,Sutherland Shire (Area),Sydney - Sutherland,Australia/Sydney
6717,Kangaroo Point,Brisbane,QLD,Queensland,4169,Suburb,-27.47607,153.03564,28,8063,49764,1.32000,Brisbane (City),Brisbane Inner City,Australia/Brisbane
6718,Kangaroo Valley,,NSW,New South Wales,2577,Urban locality,-34.73783,150.53622,95,879,31044,123.82900,Shoalhaven (City),Southern Highlands and Shoalhaven,Australia/Sydney
6719,Kangiara,,NSW,New South Wales,2582,Rural locality,-34.60226,148.75403,602,48,50232,91.67900,Yass Valley (Area),Capital Region,Australia/Sydney
6720,Kangy Angy,,NSW,New South Wales,2258,Rural locality,-33.32240,151.39506,17,306,28496,7.14000,Central Coast (City),Central Coast,Australia/Sydney
6721,Kanigan,,QLD,Queensland,4570,Rural locality,-25.93094,152.59834,81,114,22880,22.29400,Fraser Coast (Regional Council),Wide Bay,Australia/Brisbane
6722,Kanimbla,,NSW,New South Wales,2790,Rural locality,-33.62070,150.18789,763,121,35256,61.70500,Lithgow (City),Central West,Australia/Sydney
6723,Kanimbla,Cairns,QLD,Queensland,4870,Suburb,-16.91379,145.72149,41,2670,43056,3.09800,Cairns (Regional Council),Cairns,Australia/Brisbane
6724,Kaniva,,VIC,Victoria,3419,Urban locality,-36.37849,141.23717,140,803,27924,1027.27200,West Wimmera (Shire),North West,Australia/Melbourne
6725,Kanmantoo,,SA,South Australia,5252,Urban locality,-35.07173,139.01423,166,720,40664,44.92300,Mount Barker (District Council),Adelaide - Central and Hills,Australia/Adelaide
6726,Kanni,,SA,South Australia,5330,Rural locality,-34.25887,140.00292,60,39,40768,151.95500,Loxton Waikerie (District Council),South Australia - South East,Australia/Adelaide
6727,Kanoona,,NSW,New South Wales,2550,Rural locality,-36.74580,149.77999,86,143,34216,16.30100,Bega Valley (Area),Capital Region,Australia/Sydney
6728,Kanowna,,WA,Western Australia,6431,Rural locality,-30.54778,121.42428,344,10,71500,2721.72900,Kalgoorlie/Boulder (City),Western Australia - Outback (South),Australia/Perth
6729,Kanpi,,SA,South Australia,0872,Rural locality,-26.15668,130.14550,676,35,18772,16.50300,Anangu Pitjantjatjara (Aboriginal Council),South Australia - Outback,Australia/Adelaide
6730,Kanumbra,,VIC,Victoria,3719,Rural locality,-37.04461,145.67196,271,59,23348,30.38700,Murrindindi (Shire),Hume,Australia/Melbourne
6731,Kanwal,Central Coast,NSW,New South Wales,2259,Suburb,-33.26341,151.47965,19,4099,25116,2.43300,Central Coast (City),Central Coast,Australia/Sydney
6732,Kanya,,VIC,Victoria,3387,Rural locality,-36.78237,142.99891,211,12,44200,25.78000,Northern Grampians (Shire),North West,Australia/Melbourne
6733,Kanyaka,,SA,South Australia,5434,Rural locality,-32.07301,138.30504,286,3,94224,614.48200,Flinders Ranges (District Council),South Australia - Outback,Australia/Adelaide
6734,Kanyapella,,VIC,Victoria,3564,Rural locality,-36.09673,144.88293,102,56,35100,66.64500,Campaspe (Shire),Shepparton,Australia/Melbourne
6735,Kaoota,,TAS,Tasmania,7150,Rural locality,-43.02122,147.16343,429,202,34996,19.21200,Kingborough (Municipality),Hobart,Australia/Hobart
6736,Kapaldo,,QLD,Queensland,4630,Rural locality,-25.04274,151.13540,222,43,25116,79.62200,North Burnett (Regional Council),Wide Bay,Australia/Brisbane
6737,Kapinnie,,SA,South Australia,5632,Rural locality,-34.13871,135.49758,41,49,27924,183.09100,Lower Eyre Peninsula (District Council),South Australia - Outback,Australia/Adelaide
6738,Kapooka,,NSW,New South Wales,2661,Rural locality,-35.15930,147.29387,245,633,40508,14.76200,Wagga Wagga (City),Riverina,Australia/Sydney
6739,Kappawanta,,SA,South Australia,5670,Rural locality,-33.69815,135.22493,49,8,23400,920.76400,Elliston (District Council),South Australia - Outback,Australia/Adelaide
6740,Kapunda,,SA,South Australia,5373,Urban locality,-34.34145,138.91489,251,2917,27976,83.67200,Light (Regional Council),Barossa - Yorke - Mid North,Australia/Adelaide
6741,Kaputar,,NSW,New South Wales,2390,Rural locality,-30.28241,150.15302,1425,6,0,169.41400,Narrabri (Area),New England and North West,Australia/Sydney
6742,Karaak Flat,,NSW,New South Wales,2429,Rural locality,-31.92643,152.28625,57,45,22516,7.69800,Mid-Coast (Area),Mid North Coast,Australia/Sydney
6743,Karabar,Queanbeyan,NSW,New South Wales,2620,Suburb,-35.37202,149.23340,608,8247,42224,6.98300,Queanbeyan-Palerang Regional (Area),Capital Region,Australia/Sydney
6744,Karabeal,,VIC,Victoria,3294,Rural locality,-37.60298,142.21249,231,30,31148,69.95700,Southern Grampians (Shire),Warrnambool and South West,Australia/Melbourne
6745,Karakin,,WA,Western Australia,6044,Rural locality,-31.04575,115.42168,95,241,27820,141.31400,Gingin (Shire),Western Australia - Wheat Belt,Australia/Perth
6746,Karalee,Brisbane,QLD,Queensland,4306,Suburb,-27.56283,152.82554,47,4352,43368,15.55400,Ipswich (City),Ipswich,Australia/Brisbane
6747,Karalundi,,WA,Western Australia,6642,Rural locality,-26.12517,118.67362,476,67,42484,2.12300,Meekatharra (Shire),Western Australia - Outback (South),Australia/Perth
6748,Karama,Darwin,NT,Northern Territory,0812,Suburb,-12.40107,130.91689,35,4944,42848,2.06600,Darwin (City),Darwin,Australia/Darwin
